Date,FB,TWTR,NFLX
2013-11-07,1.0,1.0,1.0
2013-11-08,0.9993691757912284,0.927616929727531,1.0245976777544046
2013-11-11,0.9714045422328734,0.9554565721400191,1.0338065347010552
2013-11-12,0.9800252317067867,0.9331848582100286,1.0210181391359106
2013-11-13,1.0241799406185883,0.9487749688741661,1.0257602825322139
2013-11-14,1.03006730382533,0.9953228732595601,1.04806339687901
2013-11-15,1.0304877411587943,0.9795099786409808,1.0700605637272191
2013-11-18,0.9636249166605358,0.9162582888080939,1.0456158811380047
2013-11-19,0.9747687137348884,0.9298440565771021,1.0319096430770998
2013-11-20,0.9762405177409479,0.9142538345543949,1.038732169499283
2013-11-21,0.9819175781766699,0.9367483101671131,1.0662056809263558
2013-11-22,0.9720353033634292,0.9131402711296093,1.0642170650173342
2013-11-25,0.942388542001923,0.8699331683771417,1.071529094587719
2013-11-26,0.9648864178955756,0.8948774657070171,1.086703820677331
2013-11-27,0.9775021241063474,0.9109131442800381,1.1090069136082303
2013-11-29,0.9884355973836081,0.9258351480697039,1.1191335273870555
2013-12-02,0.9894869640562034,0.9082404717932974,1.1133818600417191
2013-12-03,0.9825483393072257,0.9213807830119919,1.1103836559359748
2013-12-04,1.0222875941487048,0.9730511593295698,1.0899773475495482
2013-12-05,1.0164003150462508,1.0160355672144514,1.0954536921284117
2013-12-06,1.0079898652651416,1.0011135634247856,1.084378611121712
2013-12-09,1.0269133509900474,1.0944320002480177,1.0881417268057167
2013-12-10,1.0565601123515536,1.1579064517636326,1.1108731590841758
2013-12-11,1.0382674508354195,1.1657015070957013,1.1135654371072299
2013-12-12,1.0897813479860945,1.2322939762898006,1.1421709928276877
2013-12-13,1.1211101530464644,1.3140311218694378,1.1288318874819072
2013-12-16,1.131412949297457,1.2608017478484745,1.1206939110280003
2013-12-17,1.1534903247794297,1.257238273619676,1.1468824258282913
2013-12-18,1.1684188147935488,1.236302795710343,1.151073880859855
2013-12-19,1.1574852363859285,1.28040087837858,1.1526035541050998
2013-12-20,1.1589570614180602,1.3365255083953003,1.1493299415692961
2013-12-23,1.2146761729462539,1.4374164393132989,1.1643517153255112
2013-12-24,1.2186711055788244,1.5581290842704194,1.1576515807523002
2013-12-26,1.21383513007075,1.6327393036641733,1.153184802954263
2013-12-27,1.16568540442209,1.4198217630368926,1.1243345706153425
2013-12-30,1.1293103000565539,1.3476613653602953,1.1227742726379841
2013-12-31,1.149074870709107,1.4175946361873213,1.126384393156799
2014-01-02,1.1503363719441468,1.5033406902743567,1.1100165232208499
2014-01-03,1.1471825032131517,1.5367482611693424,1.1108731590841758
2014-01-06,1.2026913329963975,1.4763919386907822,1.1000734008439492
2014-01-07,1.217830041677249,1.3688195158655003,1.038670984282745
2014-01-08,1.2243481660145465,1.320489941180849,1.043229486365848
2014-01-09,1.2031118544341495,1.2706012574342425,1.031175463310436
2014-01-10,1.2182505841410727,1.2694876940094568,1.0161536681383243
2014-01-13,1.1755676792353305,1.287750499432049,1.0304411764642896
2014-01-14,1.2140454328417698,1.2964364455930313,1.0339594656185556
2014-01-15,1.211101698673219,1.3712694266695133,1.0107691549240094
2014-01-16,1.202481030225378,1.3489977127395227,1.0147463867420523
2014-01-17,1.1837678262454199,1.3853006287171212,1.009728920579276
2014-01-21,1.2302354240909288,1.3926502497705902,1.0056599216443742
2014-01-22,1.2092093522033356,1.3906457955168912,1.0210181391359106
2014-01-23,1.1907064720204694,1.3986636125316876,1.1892553405785027
2014-01-24,1.1448696353055166,1.3750556625810395,1.181178463677547
2014-01-27,1.125946128554539,1.289754953685748,1.1663403526504295
2014-01-28,1.159377582855812,1.3461023676569102,1.2444777718627074
2014-01-29,1.125525607116787,1.3240534154096475,1.2250504911885793
2014-01-30,1.2842725129463306,1.4135857054082093,1.2380530028877623
2014-01-31,1.3156013180067005,1.4365255484843853,1.252309886481614
2014-02-03,1.2926828996492241,1.4532293339318783,1.237165720876426
2014-02-04,1.3193860109464675,1.4770600678369679,1.241846679056191
2014-02-05,1.3076113896633434,1.4692649902331851,1.237288091309502
2014-02-06,1.3069806285327874,1.1142538256457093,1.247965500532549
2014-02-07,1.3523969438099885,1.2104676075515541,1.3154867171542146
2014-02-10,1.33620684743047,1.1786190566316679,1.3168940627981764
2014-02-11,1.3635407198582692,1.2026725522194854,1.3277550276708376
2014-02-12,1.35513027007716,1.2661468923765304,1.3122743754985355
2014-02-13,1.4156854622437878,1.2576837078982759,1.3355870780420542
2014-02-14,1.410639078834334,1.2792872258669388,1.3324052968707991
2014-02-18,1.4150547011132317,1.2957683164468456,1.3365049205378152
2014-02-19,1.4310344106174429,1.2360801231144711,1.3101327430084273
2014-02-20,1.4640453224548924,1.2612471821270743,1.330692046560044
2014-02-21,1.4421781866657235,1.2454341984216393,1.3223704287929365
2014-02-24,1.4882253471777682,1.2423161807431544,1.3675579705833816
2014-02-25,1.4686710792962347,1.2240533753205622,1.386006309208797
2014-02-26,1.4562657809868422,1.2443206349968536,1.3730342509145552
2014-02-27,1.4495374379828125,1.2420934858755686,1.3835587078042055
2014-02-28,1.4394448603985521,1.2229398118957766,1.3633666012154035
2014-03-03,1.417367590046939,1.1962137329080742,1.3632442307823278
2014-03-04,1.4465938089446215,1.2089086098481687,1.391972178351758
2014-03-05,1.5048359649950385,1.2111358257845957,1.3874441296735966
2014-03-06,1.489486848412808,1.2211581193248053,1.3782965650229668
2014-03-07,1.4676198808322145,1.192204824400676,1.3717493399513596
2014-03-10,1.5145079370372596,1.1999999688196006,1.3459890574191455
2014-03-11,1.473927597268133,1.2031179864980852,1.3384323512302985
2014-03-12,1.4903279123143838,1.2138084091844807,1.3356788879907062
2014-03-13,1.4472245700751774,1.1930957152295896,1.315731458020367
2014-03-14,1.423885609253877,1.1563473427016773,1.2986905935342925
2014-03-17,1.4453321395010064,1.15924268778429,1.293275434171967
2014-03-18,1.454793955954711,1.1387527555121266,1.285718620903637
2014-03-19,1.4348191035572098,1.1412026663161396,1.285229117755436
2014-03-20,1.4081160553381822,1.1162582798994085,1.2980175133205807
2014-03-21,1.4137930316696166,1.1340756287716869,1.24209144133824
2014-03-24,1.3477711659425744,1.0861914883656354,1.1592118787296586
2014-03-25,1.3643817837598449,1.0663696852396576,1.1345529943428199
2014-03-26,1.2697644602656757,0.9895322499094766,1.1389585869243186
2014-03-27,1.2819596240126236,1.0316257892371585,1.1141773321044037
2014-03-28,1.2617745319223184,1.0534520466168353,1.0979318326015308
2014-03-31,1.2666106125607526,1.0394208445692275,1.077005460582479
2014-04-01,1.3166526005750083,1.0463251204309523,1.115737630081762
2014-04-02,1.3187552498159116,1.0184854780184642,1.110200078870464
2014-04-03,1.2508410586450578,0.9810689763443663,1.085143437036386
2014-04-04,1.1932295796209087,0.9608017166680749,1.0319708282936375
2014-04-07,1.1974348150244993,0.9454342785998094,1.0340818360516317
2014-04-08,1.2235071021129709,0.9305121857232879,1.0673988461885895
2014-04-09,1.3122371465046856,0.946325169428723,1.080064871320658
2014-04-10,1.243902412870008,0.9207126538658061,1.0240776141217793
2014-04-11,1.2306559665547525,0.8919821206244044,0.9995410359203265
2014-04-14,1.238225352434286,0.9102449260469966,1.0144404392434656
2014-04-15,1.2424305878378767,1.0138084180931664,0.9981949611564894
2014-04-16,1.2556770341531323,0.9893094882267488,1.013920289947254
2014-04-17,1.2392766560286659,1.002449799445443,1.057761756973862
2014-04-21,1.2876366844483456,1.0273941858621742,1.0661751204419316
2014-04-22,1.3252732900489215,1.0249442750581614,1.140855371468792
2014-04-23,1.290159792048785,1.023385277354776,1.0815027774490438
2014-04-24,1.2798569747717206,0.998218218342173,1.0526525451101234
2014-04-25,1.2134145876069262,0.9267260388986175,0.9853760051069204
2014-04-28,1.180403654743405,0.9071269083685118,0.961298390985141
2014-04-29,1.222666122315683,0.9492204254244799,0.9786146639012747
2014-04-30,1.256938556414244,0.8679287141234426,0.9852536132579479
2014-05-01,1.2857443379784623,0.8706012975233276,1.0295539587006428
2014-05-02,1.2712362852978072,0.8690422775482283,1.0421893591005975
2014-05-05,1.2872161419845218,0.8630289147871307,1.0536009480903081
2014-05-06,1.2306559665547525,0.7093540886701966,0.9979501988744404
2014-05-07,1.2066862446028963,0.6828507490935078,0.9806644864427311
2014-05-08,1.1934397982876408,0.7118039549307815,0.9840910084801383
2014-05-09,1.2035323968979732,0.7138084091844806,1.0051704184961732
2014-05-12,1.2579899230868392,0.7559019485121626,1.0568744535466288
2014-05-13,1.2579899230868392,0.7436525058506678,1.0620448720428022
2014-05-14,1.2453742379021395,0.7316257580567591,1.0765464965028055
2014-05-15,1.217830041677249,0.7298440654857878,1.0530195921616619
2014-05-16,1.219932690918152,0.7184854468380646,1.0704276964423443
2014-05-19,1.2449536954383158,0.7142538657347944,1.1151563598167022
2014-05-20,1.231286790763524,0.7075723515557972,1.1370923414483736
2014-05-21,1.2718671305326508,0.7071269172771975,1.1950070079238388
2014-05-22,1.2724978706371348,0.7020044230732996,1.1986783136591916
2014-05-23,1.2899494682516932,0.6792872748647093,1.2309551751150023
2014-05-27,1.3347350434244103,0.6795099920040093,1.220124834974455
2014-05-28,1.3353657835288943,0.7521157794157782,1.2275591921461226
2014-05-29,1.3420942106372118,0.757238273619676,1.2702685934634486
2014-05-30,1.3309503294585716,0.7224943776171769,1.2783148456322901
2014-06-02,1.326324656721517,0.7071269172771975,1.291256172114935
2014-06-03,1.3219091185469067,0.7256124843825174,1.2775194592331918
2014-06-04,1.3317913933601473,0.7327394328401143,1.2947745255168908
2014-06-05,1.3286374615509364,0.754788362815663,1.3104998757235524
2014-06-06,1.314129492974569,0.7423162698300102,1.3159456812338879
2014-06-09,1.3221194213179264,0.7677060014384856,1.294407392801766
2014-06-10,1.382884684968783,0.787750499432049,1.3103162986580414
2014-06-11,1.3830949877398027,0.7915367353435755,1.3155479023707526
2014-06-12,1.3517661826794327,0.8193763777560634,1.292449315961272
2014-06-13,1.3561816367497552,0.8218262885600762,1.3085418845466446
2014-06-16,1.3496635965167454,0.8467705636182378,1.3163433744334372
2014-06-17,1.35407907161314,0.8467705636182378,1.3573089221237904
2014-06-18,1.379310273773964,0.8628062421912588,1.3726978285951306
2014-06-19,1.352817381143453,0.8663697164200572,1.3503946500006447
2014-06-20,1.3561816367497552,0.873942099156254,1.3466927837808678
2014-06-23,1.3744743823701768,0.8801781345132235,1.3446735217238357
2014-06-24,1.3818334654786908,0.8570155520260332,1.3350058077769946
2014-06-25,1.417998330151423,0.87884180940571,1.359022215266339
2014-06-26,1.4114801427359096,0.9229398029870912,1.3449489301538953
2014-06-27,1.4213624175491502,0.9115812511545099,1.3525056363427421
2014-06-30,1.414844398342212,0.9124721419834236,1.3479776947440638
2014-07-01,1.4310344106174429,0.9365255484843853,1.4474087043541046
2014-07-02,1.397182413852346,0.930289490855702,1.4279507132842764
2014-07-03,1.393818326454619,0.920489981269934,1.4451140552829096
2014-07-07,1.372792254567026,0.8959910514035165,1.409227158971871
2014-07-08,1.3195962296131996,0.8331848181209435,1.3615921014404204
2014-07-09,1.366063911562996,0.8476614544471512,1.3553202847988726
2014-07-10,1.3639613464263804,0.8427616551108394,1.341705963766102
2014-07-11,1.3948695249186391,0.8536748394799626,1.3460197035671562
2014-07-14,1.4276703232197157,0.8532293829296489,1.3846295668810529
2014-07-15,1.412321206637485,0.8436525459397529,1.3739521790739022
2014-07-16,1.422624108018837,0.8336302523995434,1.3597258559644751
2014-07-17,1.3963415181593457,0.8211580703270347,1.3441840185756346
2014-07-18,1.4386037964969765,0.825166978834433,1.358899844833263
2014-07-21,1.4592094310511052,0.8474386927644235,1.382702050524983
2014-07-22,1.4564759365753588,0.8385300740075691,1.3188827001230943
2014-07-23,1.4989486858925845,0.8407572008571402,1.3091231548117044
2014-07-24,1.5765349332099468,0.8621380239582171,1.301413410625874
2014-07-25,1.5809503872802695,0.8498886035684363,1.2906442771177613
