Date,FB,TWTR,NFLX,Optimized portfolio daily worth in $
2014-04-30,713303.5733055533,5595.200994637529,422834.4448708794,1141733.2191710703
2014-05-01,729650.6467696951,5612.430106952807,441846.51620032085,1177109.5930769688
2014-05-02,721417.4314179927,5602.379707682235,447269.16316344077,1174288.9742891155
2014-05-05,730485.8849373608,5563.61388192431,452166.595490132,1188216.094309417
2014-05-06,698388.3929518039,4572.931668110691,428283.35026809265,1131244.674888007
2014-05-07,684785.7484691849,4402.0748805109515,420864.9612138362,1110052.784563532
2014-05-08,677268.485638751,4588.725009101601,422335.49785945576,1104192.7085073083
2014-05-09,682995.9626231679,4601.64695102091,431382.0017366277,1118979.6113108166
2014-05-12,713900.216316136,4873.007731326379,453571.4630732391,1172344.6871207014
2014-05-13,713900.216316136,4794.040308486163,455790.4156405384,1174484.6722651606
2014-05-14,706740.9058820478,4716.5085133931825,462013.97701170197,1173471.391407143
2014-05-15,691109.7730070304,4705.0226299525075,451917.0990071417,1147731.8946441247
2014-05-16,692303.0112996188,4631.798005255495,459388.014120497,1156322.8234253712
2014-05-19,706502.2510642436,4604.518637246778,478583.9036795049,1189690.6733809952
2014-05-20,698746.3811445826,4561.4454975157505,487998.01644307526,1191305.8430851735
2014-05-21,721775.4315429155,4558.573954867015,512852.8512993107,1239186.856797093
2014-05-22,722133.372007117,4525.5512144065615,514428.4400631275,1241087.3632846512
2014-05-23,732037.0278977178,4379.102539321069,528280.4763431192,1264696.606780158
2014-05-27,757452.5190847948,4380.538310645438,523632.49454486097,1285465.5519403012
2014-05-28,757810.4595489963,4848.599762389264,526823.0459372677,1289482.1052486533
2014-05-29,761628.7934481333,4881.6225028497165,545152.3428348078,1311662.7587857908
2014-05-30,755304.7211817107,4657.642032671245,548605.496949973,1308567.860164355
2014-06-02,752679.6852358839,4558.573954867015,554159.4360835609,1311397.6952743118
2014-06-03,750173.8991400211,4677.743261943788,548264.1464976683,1303115.788899633
2014-06-04,755782.0188851749,4723.687944323549,555669.3833575994,1316175.090187098
2014-06-05,753992.1853105808,4865.828874704541,562418.1226015459,1321276.136786831
2014-06-06,745759.0176874555,4785.426111271355,564755.2610995447,1315299.7048982717
2014-06-09,750293.2444471397,4949.103898672126,555511.8235621267,1310754.1719079386
2014-06-10,784777.0936964304,5078.323030710942,562339.3381083537,1352194.754835495
2014-06-11,784896.439003549,5102.7314303794565,564584.5491097464,1354583.719543675
2014-06-12,767117.5678861686,5282.202845925401,554671.4893347524,1327071.2600668464
2014-06-13,769623.3062534541,5297.9964740705755,561577.8251378175,1336499.1278653422
2014-06-16,765924.3653900131,5458.802575245479,564925.9363256971,1336309.1042909557
2014-06-17,768430.1156894428,5458.802575245479,582506.8356833806,1356395.753948069
2014-06-18,782748.6411004649,5562.178397754208,589111.1857080025,1377422.0052062217
2014-06-19,767714.115439597,5585.1507389440885,579539.485576225,1352838.751754766
2014-06-20,769623.3062534541,5633.966963972586,577950.7813817285,1353208.0545991552
2014-06-23,780004.3075760963,5674.168273900614,577084.1887202606,1362762.6645702575
2014-06-24,784180.5342108576,5524.8480561663855,572935.1631243376,1362640.5453913617
2014-06-25,804703.8343097608,5665.5535023772745,583242.1177925577,1393611.5056046958
2014-06-26,801004.8099213095,5949.836224602052,577202.3838418721,1384157.0299877836
2014-06-27,806612.9296664634,5876.612030636439,580445.4429115542,1392934.984608654
2014-06-30,802914.0007351664,5882.355259511042,578502.2176886048,1387298.5736832824
2014-07-01,812101.7160366429,6037.4182753884725,621174.3329548347,1439313.467266866
2014-07-02,792890.9518088697,5997.216821883315,612823.6821765976,1411711.8508073506
2014-07-03,790981.8564521674,5934.043170765406,620189.5543626671,1417105.4539855998
2014-07-07,779049.7121691679,5776.1080379307095,604788.2245165982,1389614.0447236968
2014-07-08,748861.3513367468,5371.220524459057,584345.0179790446,1338577.5898402506
2014-07-09,775231.4259986081,5464.545804120081,581653.3860253269,1362349.357828055
2014-07-10,774038.2354345967,5432.958691406862,575810.622498533,1355281.8166245366
2014-07-11,791578.4040055957,5503.311773455137,577661.9202248765,1374743.6360039273
2014-07-14,810192.6206799402,5500.44008722927,594231.8468926793,1409924.9076598487
2014-07-15,801482.1076247736,5438.7019202814645,589649.5065841993,1396570.3161292544
2014-07-16,807328.9299163088,5374.092067107792,583544.0943800894,1396247.116363506
2014-07-17,792413.74956256,5293.688729366076,576874.1120566007,1374581.5503485268
2014-07-18,816397.2879785227,5319.532613204691,583189.6009243706,1404906.421516098
2014-07-21,828090.8371044392,5463.109745641448,593404.6280959846,1426958.5749460652
2014-07-22,826539.5986869279,5405.6793233981425,566015.7210815045,1397960.9990918306
2014-07-23,850642.5778671637,5420.036749487554,561827.284857162,1417889.8994738134
2014-07-24,894672.2141357195,5557.8706530497075,558518.5475340555,1458748.6323228246
2014-07-25,897177.9525030053,5478.903373786623,553896.8333608023,1456553.6892375941
2014-07-28,893956.2258180181,5445.88063332617,557573.2071430415,1456975.3135943857
2014-07-29,879518.3431677334,5540.641540734429,557074.2601316181,1442133.244840086
2014-07-30,891092.5350543871,6647.6210882446885,570309.2002331323,1468049.3563757641
2014-07-31,866870.306024187,6488.250471239887,555026.0287450287,1428384.5852404556
2014-08-01,863409.9722499729,6336.058998011191,558544.8059681491,1428290.8372161333
2014-08-04,877131.9501075663,6241.2980906029325,554999.7611200237,1438373.009318193
2014-08-05,867347.5917955069,6292.986001857298,555196.7039711812,1428837.2817685455
2014-08-06,864722.5081211025,6239.862032124302,564978.4531938842,1435940.823347111
2014-08-07,873074.9733227692,6173.816694780526,590411.0195547353,1469659.809572285
2014-08-08,871762.4374516394,6192.481865574437,585395.4012973442,1463350.3206145582
2014-08-11,876296.7000077564,6212.582520538449,592866.307219788,1475375.5897480827
2014-08-12,869018.091995127,6290.114315631429,586130.6925974329,1461438.8989081914
2014-08-13,880234.2479604246,6338.93068423706,592853.2009800199,1479426.3796246815
2014-08-14,886558.3560232802,6508.351700512433,591986.645082198,1485053.3528059907
2014-08-15,878563.7477608048,6426.51216071495,602779.3302311361,1487769.5901526557
2014-08-18,890018.59434034,6478.200071969315,611852.0833514902,1508348.8777637994
2014-08-19,898371.1549991608,6473.8929015733465,614675.0258574984,1519520.0737582324
2014-08-20,892643.6899468882,6469.585731177376,619979.4685080957,1519092.7441861613
2014-08-21,889779.999183257,6476.764587799214,619795.6870421753,1516052.4508132315
2014-08-22,889779.999183257,6601.676549442058,629170.3799864152,1525552.0557191144
2014-08-25,895149.4283141738,6618.905518180204,631455.001616227,1533223.335448581
2014-08-26,906365.6678044817,6916.110182324291,629393.6456080464,1542675.4235948524
2014-08-27,890495.8920438043,6900.317128487644,623275.0904005228,1520671.2995728147
2014-08-28,881308.1886744718,7097.0176563488685,623944.7494017445,1512349.9557325651
2014-08-29,892763.0352540066,7142.962338728629,627135.2548395938,1527041.252432329
2014-09-02,914956.8236203856,7325.305296923311,625769.7886939945,1548051.9176113033
2014-09-03,904814.5248441249,7082.660230259459,626807.0198179685,1538704.2048923527
2014-09-04,906246.3224973631,7213.315420776907,620609.7168808985,1534069.3547990385
2014-09-05,921877.4911688137,7279.360758120682,624561.8180074873,1553718.6699344218
2014-09-08,929394.7062706703,7466.010886711332,629354.244170539,1566214.9613279207
2014-09-09,914837.4783132666,7266.438816201374,628934.0724613962,1551037.9895908642
2014-09-10,923905.9318326352,7596.6660772287805,635997.931296288,1567500.529206152
2014-09-11,929752.6586670156,7557.9001078937235,632282.2204129217,1569592.779187831
2014-09-12,924502.5748432177,7481.80451485651,625704.1563951276,1557688.535753202
2014-09-15,889899.3444903757,7089.838943304162,601019.9875741332,1498009.171007813
2014-09-16,907797.5609148747,7298.025928914592,599917.0598149118,1515012.646658701
2014-09-17,911973.7875496357,7279.360758120682,596792.1131486373,1516045.2614563936
2014-09-18,918775.1097909452,7305.204641959298,602674.3608311422,1528754.6752640465
2014-09-19,929633.4088170517,7609.588019148089,600717.9834138671,1537960.9802500668
2014-09-22,916388.7167307782,7457.396115187993,581364.5248684747,1505210.637714441
2014-09-23,934167.5878481587,7490.418712071316,582835.1074686517,1524493.1140288818
2014-09-24,937150.6239189085,7603.844790273485,591579.5888037349,1536334.0575129169
2014-09-25,921400.1934653494,7387.043607448248,582296.7498288093,1511083.986901607
2014-09-26,940133.6599896584,7450.217258566156,589203.0488682283,1536786.926116453
2014-09-29,942639.3983569437,7428.681119432041,590266.5751899421,1540334.654666318
2014-09-30,943116.6960604081,7405.7087782421595,592393.6278333694,1542916.0326720197
2014-10-01,913405.6806600285,7187.471393361157,576138.8575201582,1496732.0095735476
2014-10-02,919729.7051978742,7444.4740296915525,590818.0758331987,1517992.2550607645
2014-10-03,924025.2771397536,7744.550380061508,603370.2415028114,1535140.0690226266
2014-10-06,925457.0867251363,7679.941101196366,608543.355219295,1541680.3830456277
2014-10-07,910303.2992821601,7685.683755762438,599050.50391709,1517039.4869550127
2014-10-08,924979.7890216722,7957.044392490776,612981.2511629821,1545918.084577145
2014-10-09,905769.1202510531,7938.379796005394,606101.2473213024,1519808.7473683609
2014-10-10,869972.6874020552,7236.287761966788,593575.3033221372,1470784.2784861592
2014-10-13,870927.1873518296,6962.0554390125835,575849.9871723945,1453739.2299632367
2014-10-14,878086.4500573406,6974.97738093189,589688.9172126183,1474750.3446508907
2014-10-15,873552.2710262336,7177.421137667718,588992.963013657,1469722.6551775583
2014-10-16,866631.6034778056,6924.72509742476,474907.5298972656,1348463.858472496
2014-10-17,906246.3224973631,7002.25674894061,468854.6437522544,1382103.222998558
2014-10-20,918178.4667803624,7279.360758120682,471651.30944234616,1397109.1369808293
2014-10-21,938940.4574935029,7269.310358850109,480540.24433313403,1426750.012185487
2014-10-22,935122.183255087,7046.765947150268,491910.6977503336,1434079.6469525709
2014-10-23,955048.8403434075,7131.475880979425,502926.68528454873,1465107.0015089356
2014-10-24,962566.0554452637,7171.677908793115,505526.3897416603,1475264.1230957173
2014-10-27,957912.5311070387,6972.1056947060215,498147.4113158227,1463032.0481175673
2014-10-28,963759.2579414198,6285.806714504061,507101.978505477,1477147.0431614008
2014-10-29,905172.4772404705,6041.726020092973,496440.52119062666,1407654.72445119
2014-10-30,884291.2247452216,6001.523992279284,497635.3488737196,1387928.0976112206
2014-10-31,894791.475917828,5954.143825729421,515702.0522394127,1416447.67198297
2014-11-03,881546.7838315547,5773.236351704842,509977.42868876096,1397297.4488720205
2014-11-04,903979.2747443148,5872.305003817601,502585.30725950946,1412436.887007642
2014-11-05,892882.3805611257,5796.208692894723,499434.12973187596,1398112.7189858963
2014-11-06,898013.2026028151,5863.690088717132,503268.03573685343,1407144.9284283856
2014-11-07,902070.0839304576,5787.594352102783,504397.2311210798,1412254.9094036403
2014-11-10,894910.8212249469,5684.218673171186,508480.6244181364,1409075.6643162544
2014-11-11,890257.2968867213,5684.218673171186,502283.33067197783,1398224.8462318704
2014-11-12,891569.8327578512,6107.771357436751,504003.3270369422,1401680.9311522301
2014-11-13,885961.7130126972,5748.82852634486,498160.5175555908,1389871.0590946327
2014-11-14,893478.9281145538,6008.702705323989,506865.6342168121,1406353.26503669
2014-11-17,885842.3677055786,5810.566693292664,500431.986991077,1392084.9213899483
2014-11-18,887035.5582695901,5830.66749183381,500287.57938992966,1393153.8051513536
2014-11-19,874984.1641366268,5701.4477854864635,476745.71219292947,1357431.3241150426
2014-11-20,878205.795364459,5715.805785884404,483363.1500754966,1367284.75122584
2014-11-21,879995.6408711976,5747.392467866225,473043.07997659675,1358786.1133156605
2014-11-24,883098.0222490659,5770.364809056107,468040.6047226196,1356908.9917807416
2014-11-25,902428.0363268034,5708.626498531169,458219.4448714974,1366356.107696832
2014-11-26,926173.0750428375,5905.327600700923,461068.6366206879,1393147.0392642263
2014-11-28,927127.5749926119,5992.909795064477,455068.2765347753,1388188.7613224518
2014-12-01,896104.0117889581,5605.251393908103,448792.225868159,1350501.4890510251
2014-12-02,900399.5956629822,5586.58622311419,462578.5930856381,1368564.7749717345
2014-12-03,893478.9281145538,5608.122936556837,466268.0822985568,1365355.1333496673
2014-12-04,897774.5119885779,5569.357110798913,460333.34532059944,1363677.2144199763
2014-12-05,911138.54938197,5526.284114645018,460753.5170297423,1377418.3505263573
2014-12-08,913047.644738673,5210.414279707023,445732.94826439704,1363991.007282777
2014-12-09,916865.9189770883,5319.532613204691,451378.77813094493,1373564.229721238
2014-12-10,908990.7514788859,5219.02847692183,438957.91382271127,1353167.693778519
2014-12-11,927485.6109139674,5269.280904006092,439364.9701011746,1372119.8619191481
2014-12-12,928678.8134101233,5326.711326249397,439167.9996772827,1373173.5244136555
2014-12-15,918655.7644838267,5290.817043140208,429399.3934579937,1353345.9749849606
2014-12-16,891211.8803615058,5043.864806080384,415481.7248791354,1311737.4700467214
2014-12-17,908155.5133112201,5107.038600775424,438078.25168512133,1351340.8035971168
2014-12-18,935480.1356514328,5273.588074402063,439089.21518409054,1379842.9389099255
2014-12-19,953139.6495295505,5323.840357909192,446573.24572812545,1405036.735615585
2014-12-22,971873.1160538592,5517.669199544548,442056.56529124634,1419447.35054465
2014-12-23,961850.1625847168,5394.192865648938,441728.3302696211,1408972.685719987
2014-12-24,963759.2579414198,5399.936094523541,449172.9777579713,1418332.1717939146
2014-12-26,963878.6032485382,5398.499892467775,446481.3458042537,1415758.4489452597
2014-12-29,954810.1497291704,5229.078876192401,448949.7488999859,1408988.9775053486
2014-12-30,945264.4820313479,5148.676112759218,450656.639025182,1401069.797169289
2014-12-31,930945.8611631716,5150.111596929319,448529.62314540043,1384625.5959055014
2015-01-02,936076.6832048614,5249.180105464946,458153.8125726307,1399479.675882957
2015-01-05,921042.2410690037,5223.3362216263295,434835.1466608815,1361100.7239515116
2015-01-06,908632.8110146844,5565.049366094412,427390.4991725314,1341588.35955331
2015-01-07,908632.8110146844,5352.555353665146,429609.4793125649,1343594.8456809144
2015-01-08,932855.0400448845,5612.430106952807,439141.7412431891,1377609.2113950264
2015-01-09,927604.8726960763,5767.493122830239,432353.6005617353,1365725.9663806418
2015-01-12,915434.1213238498,5652.631560457967,418619.7502124433,1339706.503096751
2015-01-13,912212.3946388627,5692.833588271656,425132.17274045915,1343037.4009675935
2015-01-14,910183.9539750416,5721.548440450477,425723.01967575436,1341628.5220912464
2015-01-15,883575.3199525302,5302.303500889413,425092.7713029516,1313970.3947563712
2015-01-16,897058.6071958868,5356.862954792514,442923.157952714,1345338.6281033934
2015-01-20,909706.6562715773,5394.192865648938,457969.985152153,1373070.8342893792
2015-01-21,915672.7284130768,5431.52320723676,537379.4603248325,1458483.711945146
2015-01-22,926531.0274391833,5609.558564304072,562536.3085322457,1494676.894535733
2015-01-23,928678.8134101233,5659.810273502672,574379.4505267751,1508718.0742104012
2015-01-26,924741.1819324448,5757.442723559666,586327.6262576785,1516826.2509136829
2015-01-27,904217.8818335419,5588.021707284294,596319.4980985991,1506125.4016394252
2015-01-28,909706.6562715773,5333.890757179765,580944.3899229778,1495984.936951735
2015-01-29,930707.2540739446,5266.409217780224,582703.8061072725,1518677.4693989973
2015-01-30,905769.1202510531,5388.449636774334,580077.8064524215,1491235.376340249
2015-02-02,894791.475917828,5378.3992375037615,579119.313867082,1479289.189022414
2015-02-03,899683.702802435,5712.93424323567,599930.16605468,1505326.8031003508
2015-02-04,902428.0363268034,5846.460976401852,589150.5228091298,1497425.020112335
2015-02-05,902189.4411697205,5923.992197186302,589413.1255318882,1497526.558898795
2015-02-06,888586.7966871012,6893.1378411344085,583439.0606437151,1478918.9951719507
2015-02-09,888228.8442907558,6794.0699069073125,581745.313521933,1476768.2277195961
2015-02-10,897177.9525030053,6641.8778593700845,596030.5909871897,1499850.421349565
2015-02-11,912928.3829565642,6819.913790745928,597264.7925350557,1517013.0892823657
2015-02-12,909587.3944894685,6884.523643919601,599680.7522898928,1516152.670423281
2015-02-13,903740.5841300777,6963.490923182683,611983.4214765152,1522687.4965297757
2015-02-17,902070.0839304576,6896.0095273602765,617051.565793005,1526017.6592508228
2015-02-18,915314.7760167312,6865.858473125691,623747.7789778528,1545928.4134677097
2015-02-19,947650.8750915148,6992.206493247168,623143.8258027894,1577786.9073875514
2015-02-20,953378.352075932,7051.073117546238,627870.5461396825,1588299.9713331608
2015-02-23,940730.2075430867,6959.183752786715,619519.9688887373,1567209.3601846108
2015-02-24,936076.6832048614,6990.770434768536,623511.3979255417,1566578.8515651715
2015-02-25,949321.3752911348,6970.66963622739,628041.2213658348,1584333.266293197
2015-02-26,959463.76952455,7094.146113700133,634212.3026324572,1600770.2182707074
2015-02-27,942281.4459605983,6903.188814713511,623550.8085539609,1572735.4433292728
2015-03-02,951588.5065691932,6913.239213984086,630562.1505206657,1589063.896303843
2015-03-03,949798.661062455,6850.064844980515,623288.2058312022,1579936.9317386379
2015-03-04,965310.4963589311,6829.9641900165025,616802.078500926,1588942.5390498736
2015-03-05,969009.425290228,6798.37693372615,614018.5466233365,1589826.3488472905
2015-03-06,954690.8879470616,6712.23094141836,596253.7922724407,1557656.9111609207
2015-03-09,947889.5657057523,6832.835732665238,585106.5677132265,1539828.969151644
2015-03-10,925337.8249430277,6581.575750900914,571228.2729991414,1503147.67369307
2015-03-11,925576.4320322548,6643.313917848718,577963.8968124081,1510183.6427625115
2015-03-12,941804.148257134,6758.175623798125,588638.4971306727,1537200.8210116047
2015-03-13,931303.8970845274,6699.308999499052,575613.6520746411,1513616.8581586676
2015-03-16,931542.5041737544,6666.286259038599,554041.2777255956,1492250.0681583886
2015-03-17,946934.982230968,6738.074825256977,549511.4542853025,1503184.5113415276
2015-03-18,965429.8416660497,6776.8407945920335,555551.1974268998,1527757.8798875415
2015-03-19,987384.9394181913,6881.6519576937335,558295.3554397161,1552561.946815601
2015-03-20,999913.7267117733,6954.876151659347,562352.4903026791,1569221.0931661117
2015-03-23,1007430.94181363,6957.747694308082,558019.637286278,1572408.326794216
2015-03-24,1017931.2049183806,7389.915150096984,575456.0830882568,1600777.2031567344
2015-03-25,989413.3800820122,7107.068055619442,553752.4165687434,1550272.8647063752
2015-03-26,990487.3207960596,7167.370164088615,549170.0762602633,1546824.7672204114
2015-03-27,993947.6545702737,7180.292106007922,544587.7635245175,1545715.7102007992
2015-03-30,992754.368549108,7163.062993692644,554829.0583211367,1554746.4898639375
2015-03-31,981060.9148803457,7190.3430795870245,547108.6926793486,1535359.9506392814
2015-04-01,974498.1997282631,7246.338017660227,542421.3370163171,1524165.8747622403
2015-04-02,973185.6638571332,7239.158730306992,543681.7969982768,1524106.619585717
2015-04-06,983685.9985547501,7299.461413084695,554487.7078688318,1545473.1678366666
2015-04-07,982254.1173765014,7590.922848354177,555997.6275701361,1545842.6677949918
2015-04-08,981776.8196730374,7509.083882865226,579486.9595171263,1568772.863073029
2015-04-09,980464.2718697628,7490.418712071316,577057.9302861672,1565012.6208680011
2015-04-10,978913.1289094059,7457.396115187993,596844.6300168246,1583215.1550414185
2015-04-13,990487.3207960596,7411.451432808232,623248.8687300751,1621147.640958943
2015-04-14,996572.654719668,7351.149324339059,628540.2051409043,1632464.0091849114
2015-04-15,986907.6417147269,7365.506750428469,624272.9844233699,1618546.1328885253
2015-04-16,982134.7720693827,7470.3180571073,737964.5134556233,1727569.6035821133
2015-04-17,963878.6032485382,7273.6175292460775,750437.9405866015,1721590.1613643859
2015-04-20,991441.8207458338,7379.864894403543,744975.9197587084,1743797.6053989457
2015-04-21,997765.9407408334,7368.378436654336,735850.6497701672,1740984.968947655
2015-04-22,1009817.3348737971,7427.245060953408,732226.7836652036,1749471.3635999542
2015-04-23,983328.0580905486,7381.3003785736455,734038.7167176856,1724748.0751868077
2015-04-24,972827.7114607877,7296.58987043596,733172.1608198636,1713296.4621510874
2015-04-27,977361.9859490489,7417.194661682834,743255.8498664526,1728035.0304771843
2015-04-28,962685.4007523827,6069.005388101693,739290.6425000954,1708045.04864058
2015-04-29,960179.6623850969,5526.284114645018,739014.933537569,1704720.880037311
2015-04-30,939894.9693754212,5593.764936158896,730677.4625263918,1676166.196837972
2015-05-01,942520.0530498254,5432.958691406862,731373.3431980612,1679326.3549392936
2015-05-04,940372.2670788853,5438.7019202814645,728576.705080704,1674387.6740798708
2015-05-05,925457.0867251363,5372.656008629159,742559.9691947829,1673389.7119285483
2015-05-06,931900.4446379561,5349.683667439278,735981.9143679005,1673232.0426732958
2015-05-07,935838.0761156343,5414.2935206129505,742152.9864436114,1683405.3560798587
2015-05-08,936792.6715225627,5397.064408297673,754442.549390466,1696632.2853213265
2015-05-11,930826.5993810632,5356.862954792514,774596.8947711673,1710780.3571070232
2015-05-12,924263.8842289805,5381.2709237296285,766311.9498190889,1695957.104971799
2015-05-13,935957.4214227528,5415.729579091584,761677.0834515102,1703050.2344533545
2015-05-14,970918.616104085,5359.73464101838,770526.6444775248,1746804.9952226281
2015-05-15,959583.019374514,5326.711326249397,805189.468608734,1770099.1993094974
2015-05-18,965071.7938125497,5352.555353665146,811255.4977571594,1781679.846923374
2015-05-19,962088.7577417998,5384.142466378365,809430.4584649096,1776903.3586730878
2015-05-20,961134.2577920257,5280.766787446767,816061.0393508906,1782476.063930363
2015-05-21,960299.0076922155,5266.409217780224,818017.3432408738,1783582.7601508694
2015-05-22,961014.9124849071,5254.922760031019,816507.4327304808,1782777.2679754188
2015-05-26,946577.0298346224,5242.00081811171,808734.57779324,1760553.608445974
2015-05-27,961134.2577920257,5227.643392022301,825869.019434953,1792230.9206190011
2015-05-28,956361.3881466816,5287.946074800003,822652.2096084525,1784301.5438299342
2015-05-29,944906.5296350024,5264.973159301592,819382.8829137653,1769554.3857080692
2015-06-01,958031.8764141572,5259.230504735519,818017.3432408738,1781308.4501597665
2015-06-02,959821.7099887516,5226.207907852197,819185.9124898731,1784233.830386477
2015-06-03,983685.9985547501,5312.353900159987,816231.714577043,1805230.067031953
2015-06-04,979032.4742165246,5270.716388176194,821194.8159662465,1805498.0065709474
2015-06-05,980106.3194734175,5312.353900159987,831409.8431378608,1816828.5165114382
2015-06-08,962566.0554452637,5234.8221050670045,823545.0607040138,1791345.9382543445
2015-06-09,962566.0554452637,5151.547655407952,849699.7385978934,1817417.341698565
2015-06-10,980345.0220197988,5147.239910703452,881145.8172389829,1866638.0791694853
2015-06-11,976407.3905421208,5145.80442653335,874003.1463381643,1855556.3413068186
2015-06-12,972827.7114607877,5154.4193416338185,867792.7279704147,1845774.8587728362
2015-06-15,963043.3531487284,4977.818894428079,858719.9748500604,1826741.1468932168
2015-06-16,967219.5917156338,4999.355751447858,875644.4041644935,1847863.3516315753
2015-06-17,975930.0928386563,4980.690580653946,866440.3772554948,1847351.160674805
2015-06-18,989294.1302320481,4976.383410257976,870773.2302718961,1865043.7439142023
2015-06-19,984521.24865456,5148.676112759218,862763.994282344,1852433.919049663
2015-06-22,1011129.8826770711,5104.166914549557,886135.1494895458,1902369.1990811666
2015-06-23,1048596.8037935446,5078.323030710942,894393.8727711765,1948068.999595432
2015-06-24,1060290.3529194612,5049.607460646458,891006.3233821437,1956346.2837622515
2015-06-25,1049790.0898147102,5049.607460646458,872138.6964174951,1926978.3936928518
2015-06-26,1050148.042211056,5062.529402565765,855568.8065133383,1910779.37812696
2015-06-29,1023778.0152777717,4911.773557084302,847690.9086488117,1876380.6974836676
2015-06-30,1023419.9793564163,5200.36388043645,862553.9176186839,1891174.2608555364
2015-07-01,1037022.7073640452,5082.630775415441,860597.540201409,1902702.8783408697
2015-07-02,1041556.8863951521,5128.575314218071,864352.7352404865,1911038.1969498566
2015-07-06,1044659.2677730204,5086.937802234279,869197.6047444331,1918943.8103196877
2015-07-07,1040721.6362953422,5099.859744153588,864786.0131893973,1910607.509228893
2015-07-08,1021988.1817031777,4990.740836347387,859415.8555217303,1886394.7780612553
2015-07-09,1024732.515227546,4933.310414104082,879819.6881945106,1909485.5138361608
2015-07-10,1049432.0538933547,5012.277693367166,893619.1708426693,1948063.5024293913
2015-07-13,1075086.1760339474,5137.18965501001,929082.982909214,2009306.3485981715
2015-07-14,1070074.6992993767,5272.152446654827,922504.9188914202,1997851.7706374517
2015-07-15,1071029.294706305,5119.960542694733,901904.1157947478,1978053.3710437475
2015-07-16,1084035.284246197,5183.134193812641,1064399.439922346,2153617.8583623557
2015-07-17,1133195.7544885864,5121.396026864835,1054840.8827939825,2193158.0333094336
2015-07-20,1168276.2944770376,5141.497256137379,1016055.2915009435,2189473.0832341183
2015-07-21,1174003.664072156,5259.230504735519,1034069.468807538,2213332.3633844294
2015-07-22,1157895.2931543954,5181.698709642538,1024786.6298326122,2187863.62169665
2015-07-23,1138803.8742337408,5196.056279309081,1011919.3353811424,2155919.2658941923
2015-07-24,1156821.3524403481,5085.501743755646,1004934.2242757963,2166841.0784599
2015-07-27,1123650.0032657543,4982.126639132579,978188.708637533,2106820.83854242
2015-07-28,1137014.0406591466,5246.308562816211,982508.4554141662,2124768.804636129
2015-07-29,1157298.6501438129,4485.349617324269,984162.8194802636,2145946.819241401
2015-07-30,1136059.4452522183,4518.37221420759,1025338.0661394886,2165915.8836059147
2015-07-31,1121740.907909052,4452.326876863815,1050613.0727048668,2176806.307490783
2015-08-03,1123292.0508694088,4202.502666423859,1034528.9776178077,2162023.5311536402
2015-08-04,1122337.4673946246,4212.553065694433,1113478.9439802174,2240028.9644405367
2015-08-05,1150736.01851674,4089.0767317988225,1137007.6497919809,2291832.74504052
2015-08-06,1134985.5999953253,3954.114370885403,1162190.728860753,2301130.4432269633
2015-08-07,1125201.241683266,3882.3258046670257,1135261.358229277,2264344.92571721
2015-08-10,1123411.4081086714,4235.525406884314,1130757.8299867236,2258404.7635022793
2015-08-11,1117087.3835708264,4252.754806353857,1128092.4564670993,2249432.59484428
2015-08-12,1123888.6938799915,4219.7317787391385,1107596.7606340933,2235705.1862928243
2015-08-13,1114820.2403606237,4097.69150332216,1137191.5047851934,2256109.436649139
2015-08-14,1126633.039336504,4172.351325035008,1134066.5581189184,2264871.9487804575
2015-08-17,1120786.3125021234,4172.351325035008,1152172.6721130305,2277131.3359401887
2015-08-18,1135582.1475487535,4063.2327043830737,1140132.596458255,2279777.9767113915
2015-08-19,1137252.6477483734,3964.1647701559764,1121842.6366618422,2263059.4491803716
2015-08-20,1080574.9624041272,3733.005443355666,1033885.6138143258,2118193.581661809
2015-08-21,1026880.3131306301,3714.3405597160204,955487.1480951727,1986081.8017855189
2015-08-24,979509.6764628346,3613.8364234331584,890415.4764468484,1873538.989333116
2015-08-25,990367.9754889412,3500.4103452309882,933061.3057062505,1926929.6915404226
2015-08-26,1040363.6838989967,3593.735768469145,1012195.0535345805,2056152.4732020465
2015-08-27,1070671.342309959,3799.050780699442,1081402.6813027058,2155873.074393364
2015-08-28,1085944.4750600539,3852.1744632781733,1081126.8896219758,2170923.5391453076
2015-08-31,1067091.6632286264,3990.008653994593,1057230.5381601686,2128312.2100427896
2015-09-01,1040840.9816024608,3880.890033342658,972306.5344823203,2017028.4061181238
2015-09-02,1072580.4376666618,3994.3158243905627,969089.7246558199,2045664.4781468725
2015-09-03,1051818.542410676,4063.2327043830737,928833.495617135,1984715.270732194
2015-09-04,1053131.0782818059,4041.6962780946924,907970.1541340846,1965142.928693985
2015-09-08,1068284.865724782,3902.426459631038,872677.017293692,1944864.309478105
2015-09-09,1079143.1528187443,3902.426459631038,911554.6004197176,1994600.1796980929
2015-09-10,1097518.6669467073,3978.522196245388,914311.9014359477,2015809.0905789004
2015-09-11,1098353.9170465174,3932.577513865625,896205.796632747,1998492.29119313
2015-09-14,1101456.214899376,3862.2248625487464,879478.3377422058,1984796.7775041307
2015-09-15,1108496.2277549224,3900.9906883066715,911370.8189537969,2023768.037397026
2015-09-16,1115058.8474498505,3984.26542511999,956590.0850453055,2075633.197920276
2015-09-17,1125678.4439295756,3935.4492000914925,957784.8759647526,2087398.7690944197
