Date,FB,TWTR,NFLX,portfolio daily worth in $,portfolio daily % return
2015-07-24,664244.9380067125,274273.4240625005,764455.2223300742,1702973.5843992871,-0.05460714755691447
2015-07-27,645198.0032923801,268698.15433762,744109.8617983286,1658006.0194283286,-2.640532148173075
2015-07-28,652871.611815569,282946.12522330444,747395.9007278121,1683213.6377666853,1.5203574681259706
2015-07-29,664519.0015713067,241905.7665591205,748654.3783668585,1655079.1464972857,-1.6714747693423477
2015-07-30,652323.4846863808,243686.75517636858,779976.4605280636,1675986.700390813,1.2632358964690478
2015-07-31,644101.8038453463,240124.77019840994,799203.2022357155,1683429.7762794718,0.44410113080988467
2015-08-03,644992.4676089159,226651.1455565127,786968.0029672097,1658611.6161326384,-1.474261682698979
2015-08-04,644444.3473311453,227193.18792716373,847025.3804856453,1718662.9157439542,3.6205763318682536
2015-08-05,660750.7491708044,220533.81023059384,864923.7081552321,1746208.2675566305,1.6027198562524863
2015-08-06,651706.8844874055,213254.96328245662,884080.5204554078,1749042.36822527,0.1623002663138805
2015-08-07,646088.7218672922,209383.23206352067,863595.3011087094,1719067.2550395224,-1.7138014338762344
2015-08-10,645061.0023414632,228432.14191722329,860169.4592966128,1733662.6035552993,0.8490271961722267
2015-08-11,641429.7577432957,229361.36515323035,858141.9049977178,1728933.027894244,-0.27280831064568883
2015-08-12,645335.0590546397,227580.3533055949,842550.7933245917,1715466.2056848262,-0.7789094194018464
2015-08-13,640127.967801455,220998.4257203286,865063.5669701848,1726189.9604919683,0.6251218923232053
2015-08-14,646910.8577497317,225025.01070109714,862686.4145747053,1734622.2830255341,0.4884933133988668
2015-08-17,643553.6767161583,225025.01070109714,876459.7671629082,1745038.4545801636,0.6004864376849545
2015-08-18,652049.4211217866,219139.97924831446,867300.8605507115,1738490.2609208124,-0.37524638165791185
2015-08-19,653008.6196179035,213797.00565310766,853387.6561390985,1720193.2814101097,-1.0524637337347775
2015-08-20,620464.3849282223,201330.02338467134,786478.5949964696,1608273.003309363,-6.506261785245508
2015-08-21,589633.0046958929,200323.38101121044,726840.7449820949,1516797.1306891982,-5.687832378702736
2015-08-24,562432.8622103133,194902.9495612376,677340.6105298551,1434676.422301406,-5.414086480403501
2015-08-25,568667.6798407445,188785.6064918563,709781.3674474934,1467234.653780094,2.2693780264723715
2015-08-26,597375.1342487937,193818.87256339798,769978.547848542,1561172.5546607338,6.4023774682954615
2015-08-27,614777.7423869041,204892.00836263003,822624.9113561098,1642294.662105644,5.196229411202989
2015-08-28,623547.5503571267,207757.09720810506,822415.1161421385,1653719.7637073703,0.6956791534034368
2015-08-31,612722.2964838287,215190.82889192464,804237.1197834433,1632150.2451591967,-1.3043031244797034
2015-09-01,597649.1978133877,209305.79743914193,739635.2816288174,1546590.276881347,-5.242162511178888
2015-09-02,615873.9418339379,215423.12502159836,737188.2487666587,1568485.3156221951,1.4156974260176318
2015-09-03,603952.495365024,219139.97924831446,706565.2649170285,1529657.7395303668,-2.4754822824991485
2015-09-04,604706.1513262587,217978.4676260961,690694.4845547942,1513379.103507149,-1.0642012002119934
2015-09-08,613407.4314153516,210467.30906136028,663846.9336223028,1487721.6740990146,-1.6953735748481757
2015-09-09,619642.242194365,210467.30906136028,693421.1791145187,1523530.730370244,2.406972815860593
2015-09-10,630193.4325030688,214571.33640996998,695518.6628208898,1540283.4317339286,1.0995972073115594
2015-09-11,630673.0317511274,212093.42842985093,681745.3172242293,1524511.7774052077,-1.0239449444032778
2015-09-14,632454.3661296839,208299.13957875612,669020.7099849834,1509774.2156934235,-0.9667069766340708
2015-09-15,636496.730054705,210389.8744369816,693281.3762319054,1540167.980723592,2.0131331370107497
2015-09-16,640264.9756037896,214881.0826509473,727679.7510494199,1582825.8093041568,2.7696867558903273
2015-09-17,646362.7306205436,212248.30542207084,728588.6305918815,1587199.6666344958,0.2763321967981978
2015-09-18,646773.856798815,216507.202019438,717472.1060798088,1580753.1648980617,-0.4061556886603538
2015-09-21,654652.9941540504,212015.99380547224,701251.7276209897,1567920.7155805123,-0.8117933654984575
2015-09-22,636907.794570216,207757.09720810506,688457.1909742673,1533122.0827525882,-2.219412785488974
2015-09-23,643827.7402807523,207447.36645405265,685660.5670070663,1536935.6737418713,0.2487467261860895
2015-09-24,646842.3846799447,205976.10084739453,725442.4574688931,1578260.9429962323,2.688809295040258
2015-09-25,635606.0114797931,195832.17279724468,714815.2849952212,1546253.4692722592,-2.028021656748909
2015-09-28,611214.9777099413,195599.8611806461,695448.7334134134,1502263.5723040008,-2.8449344070970497
2015-09-29,593812.3695718308,198155.20378514385,687618.1849069425,1479585.7582639172,-1.5095762460180688
2015-09-30,615942.4765664855,208608.88581973346,721946.68624932,1546498.0486355391,4.522366479799994
2015-10-01,623136.4310302732,191108.65296668035,740963.68867534,1555208.7726722937,0.5632547706374389
2015-10-02,630810.039553462,203730.4889969492,741872.5752093442,1576413.1037597554,1.3634395240085075
2015-10-05,644101.8038453463,217978.4676260961,777809.0963550132,1639889.3678264557,4.02662626409975
2015-10-06,635811.5951231823,213874.44027748643,757393.8064157912,1607079.8418164598,-2.000715819841091
2015-10-07,633071.021140002,230987.484521721,755785.7236886177,1619844.2293503406,0.794259700218339
2015-10-08,633550.6135366424,234781.7811162783,803537.972531071,1671870.3671839917,3.211798819354186
2015-10-09,638826.1847110321,238885.81620835044,792351.518611522,1670063.5195309045,-0.10807343012667814
2015-10-12,645814.658302698,222624.5450888193,793190.4687465073,1661629.6721380246,-0.5050015939063702
2015-10-13,644855.466657999,225025.01070109714,767181.9728221382,1637062.4501812342,-1.4785016402108238
2015-10-14,644512.8752122751,227502.91868121616,770677.7440417112,1642693.5379352025,0.3439751338346874
2015-10-15,657462.0480584357,230058.26128571393,706774.9972071181,1594295.3065512679,-2.9462727079799182
2015-10-16,668287.3019317337,241208.85493971204,692092.7720679959,1601588.9289394417,0.45748252272981804
2015-10-19,674659.1205130819,239350.42395462276,710969.9646198605,1624979.5090875651,1.460460903885773
2015-10-20,664587.5294524363,239350.42395462276,692092.7720679959,1596030.7254750547,-1.7814860710930025
2015-10-21,665341.1922650889,226883.44168618644,684891.4903472179,1577116.1242984934,-1.1851025719402386
2015-10-22,682880.8013541162,225721.93006396803,680416.9101777067,1589019.641595791,0.7547647959399592
2015-10-23,700146.401689892,234472.05036222588,699433.9126037267,1634052.3646558446,2.8339941106598854
2015-10-26,710971.6076032653,239195.54696240285,720408.5399211653,1670575.6944868336,2.23513827469546
2015-10-27,710492.0083552068,242680.11280290768,720618.2792027972,1673790.4003609116,0.19243102151473998
2015-10-28,713917.71726991,239040.6932005703,739705.2110362938,1692663.621506774,1.12757374769224
2015-10-29,718576.6813939066,225025.01070109714,734950.9621776743,1678552.654272678,-0.8336545462904634
2015-10-30,698639.0829160047,220378.93323837395,757743.3485800362,1676761.364734415,-0.10671631501719449
2015-11-02,707819.962253156,226109.1109293241,752569.6211581529,1686498.694340633,0.5807224457226412
2015-11-03,702818.4546433607,225567.05307174817,767251.8532888175,1695637.3610039263,0.5418721457632784
2015-11-04,712136.3828913536,227348.06491938364,797385.4361592497,1736869.8839699868,2.431682853558278
2015-11-05,745160.2168290932,221927.6334694108,793540.066843092,1760627.9171415959,1.3678648810068024
2015-11-06,733786.835826607,218985.12548648188,797455.316625929,1750227.2779390179,-0.59073465218384
2015-11-09,729607.4709506689,209770.39744195182,768090.8593561423,1707468.727748763,-2.4430284414607684
2015-11-10,739336.5253769333,209460.65120097445,787946.8119171477,1736743.9884950556,1.714541547410413
2015-11-11,746873.0712864448,205201.75460360735,789065.4866735808,1741140.312563633,0.2531359888216484
2015-11-12,740090.1333782432,202336.66575813227,761518.7884887174,1703945.5876250928,-2.1362278887090502
2015-11-13,712204.8628125584,194980.38418561633,724673.387800587,1631858.634798762,-4.23059006988618
2015-11-16,712821.5178228763,196761.38054632687,778508.2366158429,1688091.134985046,3.4459173722004772
2015-11-17,720289.5358512582,195367.55730750994,818709.6056409334,1734366.6987997014,2.7412953516319094
2015-11-18,738377.2789208915,200555.67714088413,843389.7434595771,1782322.6995213525,2.765043906507194
2015-11-19,728031.6722555767,203807.9313647904,840523.2390256966,1772362.8426460638,-0.5588133326228473
2015-11-20,735294.161451912,203420.75824289676,865832.5876976938,1804547.5073925026,1.8159184999832478
2015-11-23,732759.1163007781,195135.26117783622,874152.544174905,1802046.9216535194,-0.13857134426992626
2015-11-24,724468.9075786141,197613.16141449282,862127.0841880311,1784209.153181138,-0.98986148795803
2015-11-25,722207.9808034168,201794.6233874812,868069.9372105601,1792072.541401458,0.44072121288583466
2015-11-27,722481.9895566683,199394.15777520335,877019.0975495824,1798895.244881454,0.3807158093422032
2015-11-30,714191.7808345042,196683.94592194815,862266.9430029839,1773142.6697594363,-1.4315772524994763
2015-12-01,733923.8984402842,197690.603782334,876529.6965703845,1808144.1987930029,1.973982671023042
